TIEMPO,VOLTAJE
0.2999997,2.382133
0.3009997,2.380522
0.3019997,2.376493
0.3029996,2.387773
0.3039996,2.388579
0.3049996,2.381327
0.3059996,2.380522
0.3069996,2.385356
0.3079996,2.38455
0.3089996,2.374882
0.3099996,2.383744
0.3109995,2.380522
0.3119995,2.382939
0.3129995,2.388579
0.3139995,2.401469
0.3149995,2.390996
0.3159995,2.372465
0.3169995,2.382133
0.3179995,2.377299
0.3189994,2.387773
0.3199994,2.383744
0.3209994,2.381327
0.3219994,2.399052
0.3229994,2.383744
0.3239994,2.378911
0.3249994,2.382939
0.3259994,2.378911
0.3269993,2.380522
0.3279993,2.383744
0.3289993,2.381327
0.3299993,2.386162
0.3309993,2.379716
0.3319993,2.385356
0.3329993,2.386162
0.3339993,2.38455
0.3349992,2.381327
0.3359992,2.385356
0.3369992,2.382133
0.3379992,2.386162
0.3389992,2.382133
0.3399992,2.370854
0.3409992,2.38455
0.3419991,2.38455
0.3429991,2.385356
0.3439991,2.381327
0.3449991,2.382939
0.3459991,2.38455
0.3469991,2.379716
0.3479991,2.386162
0.348999,2.38455
0.349999,2.38455
0.350999,2.386162
0.351999,2.386967
0.352999,2.382939
0.353999,2.379716
0.354999,2.385356
0.355999,2.386967
0.3569989,2.382133
0.3579989,2.381327
0.3589989,2.382939
0.3599989,2.382939
0.3609989,2.381327
0.3619989,2.38455
0.3629989,2.382939
0.3639989,2.389384
0.3649988,2.386967
0.3659988,2.379716
0.3669988,2.379716
0.3679988,2.385356
0.3689988,2.386162
0.3699988,2.382133
0.3709988,2.380522
0.3719988,2.383744
0.3729987,2.378911
0.3739987,2.379716
0.3749987,2.382939
0.3759987,2.382133
0.3769987,2.391801
0.3779987,2.379716
0.3789987,2.381327
0.3799987,2.386162
0.3809986,2.382133
0.3819986,2.385356
0.3829986,2.380522
0.3839986,2.383744
0.3849986,2.383744
0.3859986,2.389384
0.3869986,2.382133
0.3879986,2.383744
0.3889985,2.376493
0.3899985,2.382133
0.3909985,2.383744
0.3919985,2.383744
0.3929985,2.382939
0.3939985,2.379716
0.3949985,2.374882
0.3959985,2.381327
0.3969984,2.382939
0.3979984,2.382133
0.3989984,2.385356
0.3999984,2.375688
