TIEMPO,VOLTAJE
0.1580001,1.282939
0.1590001,1.287773
0.1600001,1.303886
0.1610001,1.311943
0.1620002,1.328057
0.1630002,1.345782
0.1640002,1.362701
0.1650002,1.369146
0.1660002,1.383648
0.1670002,1.390094
0.1680002,1.328057
0.1690002,1.337725
0.1700002,1.339336
0.1710002,1.337725
0.1720002,1.344976
0.1730002,1.323223
0.1740002,1.349004
0.1750002,1.361089
0.1760002,1.35545
0.1770002,1.363506
0.1780002,1.369952
0.1790002,1.37398
0.1800002,1.377203
0.1810002,1.389288
0.1820002,1.394122
0.1830002,1.389288
0.1840002,1.412653
0.1850002,1.394928
0.1860002,1.407013
0.1870002,1.418293
0.1880002,1.412653
0.1890002,1.424738
0.1900002,1.431989
0.1910002,1.436017
0.1920002,1.470712
0.1930002,1.50455
0.1940002,1.506162
0.1950002,1.502133
0.1960002,1.506162
0.1970002,1.48602
0.1980002,1.485214
0.1990002,1.481991
0.2000002,1.482797
0.2010002,1.472323
0.2020002,1.494076
0.2030002,1.521469
0.2040002,1.465878
0.2050002,1.483603
0.2060002,1.47474
0.2070002,1.552085
0.2080002,1.479574
0.2090003,1.554502
0.2100003,1.533555
0.2110003,1.550474
0.2120003,1.526303
0.2130002,1.543223
0.2140002,1.540806
0.2150002,1.544834
0.2160003,1.585924
0.2170003,1.542417
0.2180003,1.523081
0.2190003,1.572227
0.2200003,1.564976
0.2210003,1.556113
0.2220003,1.560142
0.2230003,1.580284
0.2240003,1.572227
0.2250003,1.680238
0.2260003,1.561753
0.2270003,1.59398
0.2280003,1.628624
0.2290003,1.548057
0.2300003,1.567393
0.2310003,1.583506
0.2320003,1.577867
0.2330003,1.572227
0.2340003,1.583506
0.2350003,1.600426
0.2360003,1.476351
0.2370003,1.647155
0.2380003,1.596397
0.2390003,1.612511
0.2400003,1.598814
0.2410003,1.606065
0.2420003,1.606871
0.2430003,1.603648
0.2440003,1.607677
0.2450003,1.614122
0.2460003,1.611705
0.2470003,1.617345
0.2480003,1.615734
0.2490003,1.610094
0.2500003,1.603648
0.2510003,1.642321
0.2520003,1.641515
0.2530003,1.656873
0.2540003,1.489242
0.2550003,1.400568
0.2560003,1.755972
0.2570002,1.619762
0.2580002,1.59962
0.2590002,1.421515
0.2600002,1.658485
0.2610002,1.67621
0.2620002,1.675404
0.2630002,1.672181
0.2640002,1.67057
0.2650001,1.682655
0.2660001,1.655262
0.2670001,1.677015
0.2680001,1.673793
0.2690001,1.65929
0.2700001,1.658485
0.2710001,1.665736
0.2720001,1.675404
0.273,1.673793
0.274,1.688295
0.275,1.673793
0.276,1.681044
0.277,1.714882
0.278,1.715688
0.2789999,1.740664
0.2799999,1.719716
0.2809999,1.73019
0.2819999,1.713271
0.2829999,1.710048
0.2839999,1.771279
0.2849999,1.696352
0.2859999,1.716493
0.2869998,1.695546
0.2879998,1.771279
0.2889998,1.681044
0.2899998,1.813175
0.2909998,1.721328
0.2919998,1.686683
0.2929998,1.783365
0.2939998,1.697157
0.2949997,1.680238
0.2959997,1.711659
0.2969997,1.703603
0.2979997,1.734218
0.2989997,1.715688
0.2999997,1.718105
0.3009997,1.71891
0.3019997,1.709242
0.3029996,1.712465
0.3039996,1.723744
0.3049996,1.730996
0.3059996,1.706825
0.3069996,1.705214
0.3079996,1.723744
0.3089996,1.732607
0.3099996,1.681044
0.3109995,1.715688
0.3119995,1.751943
0.3129995,1.731801
0.3139995,1.745498
0.3149995,1.721328
0.3159995,1.734218
0.3169995,1.721328
0.3179995,1.721328
0.3189994,1.75436
0.3199994,1.764028
0.3209994,1.859954
0.3219994,1.726162
0.3229994,1.738247
0.3239994,1.726162
0.3249994,1.717299
0.3259994,1.789004
0.3269993,1.722133
0.3279993,1.70038
0.3289993,1.71891
0.3299993,1.714076
0.3309993,1.719716
0.3319993,1.72455
0.3329993,1.722939
0.3339993,1.728579
0.3349992,1.741469
0.3359992,1.6891
0.3369992,1.701186
0.3379992,1.690712
0.3389992,1.702797
0.3399992,1.70602
0.3409992,1.703603
0.3419991,1.702797
0.3429991,1.70038
0.3439991,1.697157
0.3449991,1.698769
0.3459991,1.702797
0.3469991,1.712465
0.3479991,1.704408
0.348999,1.702797
0.349999,1.701991
0.350999,1.702797
0.351999,1.702797
0.352999,1.704408
0.353999,1.704408
0.354999,1.708437
0.355999,1.702797
0.3569989,1.70602
0.3579989,1.704408
0.3589989,1.701991
0.3599989,1.708437
0.3609989,1.703603
0.3619989,1.702797
0.3629989,1.704408
0.3639989,1.698769
0.3649988,1.710048
0.3659988,1.70602
0.3669988,1.703603
0.3679988,1.709242
0.3689988,1.706825
0.3699988,1.703603
0.3709988,1.703603
0.3719988,1.701991
0.3729987,1.709242
0.3739987,1.699574
0.3749987,1.702797
0.3759987,1.707631
0.3769987,1.709242
0.3779987,1.70602
0.3789987,1.70038
0.3799987,1.703603
0.3809986,1.703603
0.3819986,1.699574
0.3829986,1.70038
0.3839986,1.719716
0.3849986,1.702797
0.3859986,1.705214
0.3869986,1.704408
0.3879986,1.702797
0.3889985,1.705214
0.3899985,1.715688
0.3909985,1.705214
0.3919985,1.713271
0.3929985,1.706825
0.3939985,1.708437
0.3949985,1.697157
0.3959985,1.695546
0.3969984,1.707631
0.3979984,1.703603
0.3989984,1.701991
0.3999984,1.709242
