TIEMPO,VOLTAJE
0.3119995,1.091943
0.3129995,1.082275
0.3139995,1.087109
0.3149995,1.098389
0.3159995,1.090332
0.3169995,1.099194
0.3179995,1.093555
0.3189994,1.091138
0.3199994,1.092749
0.3209994,1.092749
0.3219994,1.09436
0.3229994,1.080664
0.3239994,1.093555
0.3249994,1.085498
0.3259994,1.093555
0.3269993,1.098389
0.3279993,1.095972
0.3289993,1.093555
0.3299993,1.093555
0.3309993,1.092749
0.3319993,1.093555
0.3329993,1.097583
0.3339993,1.092749
0.3349992,1.09436
0.3359992,1.091943
0.3369992,1.091943
0.3379992,1.098389
0.3389992,1.090332
0.3399992,1.092749
0.3409992,1.09436
0.3419991,1.093555
0.3429991,1.095972
0.3439991,1.095972
0.3449991,1.091943
0.3459991,1.091943
0.3469991,1.096777
0.3479991,1.093555
0.348999,1.093555
0.349999,1.093555
0.350999,1.095166
0.351999,1.092749
0.352999,1.090332
0.353999,1.093555
0.354999,1.087109
0.355999,1.091943
0.3569989,1.093555
0.3579989,1.093555
0.3589989,1.091138
0.3599989,1.096777
0.3609989,1.116919
0.3619989,1.098389
0.3629989,1.093555
0.3639989,1.09436
0.3649988,1.098389
0.3659988,1.091943
0.3669988,1.09436
0.3679988,1.089526
0.3689988,1.087915
0.3699988,1.095972
0.3709988,1.092749
0.3719988,1.090332
0.3729987,1.09436
0.3739987,1.091943
0.3749987,1.09436
0.3759987,1.09436
0.3769987,1.093555
0.3779987,1.09436
0.3789987,1.091138
0.3799987,1.093555
0.3809986,1.091138
0.3819986,1.087109
0.3829986,1.091138
0.3839986,1.092749
0.3849986,1.095972
0.3859986,1.092749
0.3869986,1.091943
0.3879986,1.086303
0.3889985,1.091943
0.3899985,1.090332
0.3909985,1.109668
0.3919985,1.087109
0.3929985,1.070996
0.3939985,1.092749
0.3949985,1.087915
0.3959985,1.095166
0.3969984,1.095972
0.3979984,1.098389
0.3989984,1.097583
0.3999984,1.095972
