0,1.705214
0.001,1.70602
0.002,1.708437
0.003,1.701991
0.004,1.708437
0.005,1.706825
0.006000001,1.715688
0.007,1.703603
0.008000001,1.70602
0.009,1.734218
0.01,1.716493
0.011,1.715688
0.012,1.716493
0.013,1.6891
0.014,1.718105
0.015,1.70602
0.016,1.729384
0.017,1.710048
0.018,1.710854
0.019,1.709242
0.02,1.715688
0.021,1.710048
0.022,1.712465
0.023,1.701991
0.024,1.71891
0.025,1.718105
0.026,1.719716
0.027,1.719716
0.028,1.722133
0.029,1.72455
0.03,1.706825
0.031,1.720522
0.032,1.718105
0.033,1.715688
0.034,1.723744
0.035,1.71891
0.03599999,1.723744
0.03699999,1.725356
0.03799999,1.739052
0.03899999,1.73019
0.03999999,1.738247
0.04099998,1.725356
0.04199998,1.73583
0.04299998,1.71891
0.04399998,1.76
0.04499998,1.729384
0.04599998,1.766445
0.04699997,1.740664
0.04799997,1.735024
0.04899997,1.735024
0.04999997,1.747109
0.05099997,1.745498
0.05199997,1.741469
0.05299997,1.736635
0.05399997,1.747915
0.05499996,1.751943
0.05599996,1.747915
0.05699996,1.75436
0.05799995,1.749526
0.05899996,1.751137
0.05999995,1.763223
0.06099996,1.768862
0.06199995,1.749526
0.06299995,1.818814
0.06399995,1.76
0.06499995,1.751943
0.06599996,1.855875
0.06699996,1.761611
0.06799996,1.776919
0.06899996,1.84379
0.06999996,1.768862
0.07099997,1.776114
0.07199997,1.799478
0.07299996,1.859149
0.07399997,1.788199
0.07499998,1.794644
0.07599998,1.81398
0.07699997,1.886541
0.07799998,1.801895
0.07899999,1.794644
0.07999998,1.826871
0.08099998,1.857537
0.08199999,1.902655
0.08299999,1.803506
0.084,1.835734
0.08499999,1.861565
0.08599999,1.872845
0.087,1.908295
0.088,1.934882
0.089,1.848624
0.09,1.878485
0.091,1.882513
0.09200001,1.905072
0.09300001,1.917157
0.09400002,1.946967
0.09500002,1.97436
0.09600001,1.92602
0.09700002,1.912323
0.09800002,1.915546
0.09900002,1.940522
0.1,1.931659
0.101,1.947773
0.102,1.959858
0.103,1.992085
0.104,1.989668
0.105,2.026729
0.106,2.034786
0.107,2.034786
0.108,2.002559
0.109,1.983223
0.11,1.999336
0.111,1.996113
0.112,2.013033
0.113,2.000947
0.1140001,2.01545
0.1150001,2.017867
0.1160001,2.040426
0.1170001,2.03962
0.1180001,2.059762
0.1190001,2.056539
0.1200001,2.063841
0.1210001,2.056539
0.1220001,2.067063
0.1230001,2.063841
0.1240001,2.07512
0.1250001,2.070286
0.1260001,2.085594
0.1270001,2.082371
0.1280001,2.092039
0.1290001,2.088817
0.1300001,2.117821
0.1310001,2.10493
0.1320001,2.108153
0.1330001,2.108958
0.1340001,2.117015
0.1350001,2.111376
0.1360001,2.137963
0.1370001,2.121849
0.1380001,2.117821
0.1390001,2.131517
0.1400001,2.148437
0.1410001,2.154882
0.1420001,2.170995
0.1430001,2.157299
0.1440001,2.153271
0.1450001,2.163744
0.1460001,2.176635
0.1470001,2.168579
0.1480001,2.190332
0.1490001,2.190332
0.1500001,2.199194
0.1510001,2.200806
0.1520001,2.204834
0.1530001,2.20564
0.1540001,2.214502
0.1550001,2.212085
0.1560001,2.21853
0.1570001,2.211279
0.1580001,2.220948
0.1590001,2.22417
0.1600001,2.220142
0.1610001,2.230616
0.1620002,2.230616
0.1630002,2.230616
0.1640002,2.215308
0.1650002,2.237867
0.1660002,2.244312
0.1670002,2.251563
0.1680002,2.257203
0.1690002,2.267677
0.1700002,2.266065
0.1710002,2.196777
0.1720002,2.155688
0.1730002,2.22417
0.1740002,2.224976
0.1750002,2.221753
0.1760002,2.283035
0.1770002,2.291092
0.1780002,2.292703
0.1790002,2.293509
0.1800002,2.297537
0.1810002,2.298343
0.1820002,2.278201
0.1830002,2.258009
0.1840002,2.245924
0.1850002,2.200806
0.1860002,2.206445
0.1870002,2.215308
0.1880002,2.237061
0.1890002,2.291897
0.1900002,2.32493
0.1910002,2.277395
0.1920002,2.341849
0.1930002,2.233033
0.1940002,2.226587
0.1950002,2.229004
0.1960002,2.237061
0.1970002,2.238672
0.1980002,2.248341
0.1990002,2.25398
0.2000002,2.316873
0.2010002,2.258009
0.2020002,2.25398
0.2030002,2.266065
0.2040002,2.26526
0.2050002,2.271755
0.2060002,2.27095
0.2070002,2.275784
0.2080002,2.277395
0.2090003,2.283035
0.2100003,2.283035
0.2110003,2.285452
0.2120003,2.286258
0.2130002,2.296731
0.2140002,2.301565
0.2150002,2.303982
0.2160003,2.302371
0.2170003,2.357963
0.2180003,2.42
0.2190003,2.254786
0.2200003,2.379716
0.2210003,2.418389
0.2220003,2.355546
0.2230003,2.420806
0.2240003,2.238672
0.2250003,2.348295
0.2260003,2.409526
0.2270003,2.006587
0.2280003,2.33621
0.2290003,2.353129
0.2300003,2.338627
0.2310003,2.344266
0.2320003,2.342655
0.2330003,2.349906
0.2340003,2.346684
0.2350003,2.357157
0.2360003,2.3491
0.2370003,2.350712
0.2380003,2.368437
0.2390003,2.385356
0.2400003,2.503841
0.2410003,2.420806
0.2420003,2.524788
0.2430003,2.559432
0.2440003,2.282229
0.2450003,2.375688
0.2460003,2.325736
0.2470003,2.042037
0.2480003,2.405498
0.2490003,2.350712
0.2500003,2.19436
0.2510003,2.366825
0.2520003,2.494978
0.2530003,2.465924
0.2540003,2.399858
0.2550003,2.399052
0.2560003,2.401469
0.2570002,2.385356
0.2580002,2.385356
0.2590002,2.382939
0.2600002,2.39019
0.2610002,2.42
0.2620002,2.380522
0.2630002,2.525594
0.2640002,2.376493
0.2650001,2.469952
0.2660001,2.432891
0.2670001,2.523983
0.2680001,2.449004
0.2690001,2.402275
0.2700001,2.466729
0.2710001,2.578768
0.2720001,2.528011
0.273,2.48531
0.274,2.523983
0.275,2.457061
0.276,2.447393
0.277,2.401469
0.278,2.403081
0.2789999,2.40872
0.2799999,2.440142
0.2809999,2.459478
0.2819999,2.514314
0.2829999,2.378911
0.2839999,2.415166
0.2849999,2.421611
0.2859999,2.411138
0.2869998,2.411138
0.2879998,2.394218
0.2889998,2.444976
0.2899998,2.39019
0.2909998,2.418389
0.2919998,2.412749
0.2929998,2.430474
0.2939998,2.421611
0.2949997,2.403081
0.2959997,2.478059
0.2969997,2.424028
0.2979997,2.382939
0.2989997,2.387773
0.2999997,2.402275
0.3009997,2.391801
0.3019997,2.396635
0.3029996,2.392607
0.3039996,2.393413
0.3049996,2.392607
0.3059996,2.395024
0.3069996,2.392607
0.3079996,2.394218
0.3089996,2.396635
0.3099996,2.386967
0.3109995,2.39583
0.3119995,2.393413
0.3129995,2.393413
0.3139995,2.391801
0.3149995,2.393413
0.3159995,2.39019
0.3169995,2.393413
0.3179995,2.392607
0.3189994,2.391801
0.3199994,2.393413
0.3209994,2.389384
0.3219994,2.406303
0.3229994,2.387773
0.3239994,2.393413
0.3249994,2.394218
0.3259994,2.395024
0.3269993,2.395024
0.3279993,2.398247
0.3289993,2.391801
0.3299993,2.39019
0.3309993,2.393413
0.3319993,2.395024
0.3329993,2.388579
0.3339993,2.394218
0.3349992,2.39019
0.3359992,2.394218
0.3369992,2.394218
0.3379992,2.39583
0.3389992,2.389384
0.3399992,2.393413
0.3409992,2.398247
0.3419991,2.396635
0.3429991,2.39583
0.3439991,2.399052
0.3449991,2.395024
0.3459991,2.393413
0.3469991,2.398247
0.3479991,2.39583
0.348999,2.399052
0.349999,2.395024
0.350999,2.396635
0.351999,2.394218
0.352999,2.395024
0.353999,2.395024
0.354999,2.396635
0.355999,2.393413
0.3569989,2.394218
0.3579989,2.39583
0.3589989,2.399052
0.3599989,2.39019
0.3609989,2.394218
0.3619989,2.399858
0.3629989,2.399858
0.3639989,2.396635
0.3649988,2.401469
0.3659988,2.394218
0.3669988,2.394218
0.3679988,2.398247
0.3689988,2.386967
0.3699988,2.394218
0.3709988,2.39583
0.3719988,2.39583
0.3729987,2.394218
0.3739987,2.395024
0.3749987,2.395024
0.3759987,2.394218
0.3769987,2.393413
0.3779987,2.394218
0.3789987,2.39019
0.3799987,2.396635
0.3809986,2.396635
0.3819986,2.398247
0.3829986,2.395024
0.3839986,2.395024
0.3849986,2.399858
0.3859986,2.39583
0.3869986,2.398247
0.3879986,2.394218
0.3889985,2.394218
0.3899985,2.398247
0.3909985,2.39583
0.3919985,2.39019
0.3929985,2.392607
0.3939985,2.394218
0.3949985,2.391801
0.3959985,2.395024
0.3969984,2.395024
0.3979984,2.396635
0.3989984,2.387773
0.3999984,2.395024
0.4009984,2.39019
0.4019984,2.39583
0.4029984,2.405498
0.4039983,2.394218
0.4049984,2.395024
0.4059983,2.395024
0.4069983,2.39583
0.4079983,2.395024
0.4089983,2.387773
0.4099983,2.396635
0.4109982,2.398247
0.4119982,2.393413
0.4129982,2.394218
0.4139982,2.394218
0.4149982,2.398247
0.4159982,2.39583
0.4169982,2.395024
0.4179982,2.397441
0.4189981,2.389384
0.4199981,2.39583
0.4209981,2.394218
0.4219981,2.395024
0.4229981,2.399052
0.4239981,2.397441
0.4249981,2.395024
0.4259981,2.394218
0.426998,2.395024
0.427998,2.396635
0.428998,2.399858
0.429998,2.39583
0.430998,2.394218
0.431998,2.39583
0.432998,2.389384
0.433998,2.393413
0.4349979,2.398247
0.4359979,2.399858
0.4369979,2.395024
0.4379979,2.388579
0.4389979,2.39583
0.4399979,2.399052
0.4409979,2.394218
0.4419979,2.399858
0.4429978,2.387773
0.4439978,2.391801
0.4449978,2.394218
0.4459978,2.399052
0.4469978,2.393413
0.4479978,2.393413
0.4489978,2.396635
0.4499978,2.392607
0.4509977,2.39583
0.4519977,2.399858
0.4529977,2.400664
0.4539977,2.394218
0.4549977,2.399858
0.4559977,2.394218
0.4569977,2.386162
0.4579977,2.396635
0.4589976,2.394218
0.4599976,2.395024
0.4609976,2.393413
0.4619976,2.39583
0.4629976,2.39583
0.4639976,2.393413
0.4649976,2.388579
0.4659976,2.394218
0.4669975,2.395024
0.4679975,2.39583
0.4689975,2.389384
0.4699975,2.39583
0.4709975,2.393413
0.4719975,2.39583
0.4729975,2.399858
0.4739974,2.399052
0.4749974,2.396635
0.4759974,2.407109
0.4769974,2.394218
0.4779974,2.39583
0.4789974,2.394218
0.4799973,2.395024
0.4809974,2.394218
0.4819973,2.392607
0.4829973,2.398247
0.4839973,2.399052
0.4849973,2.395024
0.4859973,2.393413
0.4869973,2.394218
0.4879972,2.394218
0.4889973,2.389384
0.4899972,2.398247
0.4909972,2.392607
0.4919972,2.39583
0.4929972,2.39583
0.4939972,2.393413
0.4949972,2.392607
0.4959971,2.39583
0.4969972,2.392607
0.4979971,2.386967
0.4989971,2.399052
0.4999971,2.39583
0.5009971,2.393413
0.5019971,2.399052
0.5029971,2.396635
0.5039971,2.396635
0.5049971,2.399858
0.5059971,2.389384
0.5069971,2.394218
0.507997,2.39583
0.508997,2.398247
0.509997,2.391801
0.510997,2.392607
0.511997,2.397441
0.512997,2.396635
0.513997,2.393413
0.514997,2.396635
0.5159969,2.394218
0.5169969,2.395024
0.5179969,2.389384
0.5189969,2.399052
0.5199969,2.394218
0.5209969,2.388579
0.5219969,2.391801
0.5229969,2.394218
0.5239968,2.394218
0.5249968,2.387773
0.5259968,2.39019
0.5269968,2.391801
0.5279968,2.388579
0.5289968,2.395024
0.5299968,2.389384
0.5309968,2.393413
0.5319967,2.393413
0.5329967,2.400664
0.5339967,2.39583
0.5349967,2.394218
0.5359967,2.396635
0.5369967,2.395024
0.5379967,2.398247
0.5389966,2.398247
0.5399966,2.387773
0.5409966,2.392607
0.5419966,2.395024
0.5429966,2.392607
0.5439966,2.39583
0.5449965,2.39583
0.5459966,2.397441
0.5469965,2.395024
0.5479965,2.398247
0.5489965,2.396635
0.5499965,2.394218
0.5509965,2.398247
0.5519965,2.395024
0.5529964,2.400664
0.5539965,2.395024
0.5549964,2.399858
0.5559964,2.399858
0.5569964,2.395024
0.5579964,2.399052
0.5589964,2.393413
0.5599964,2.395024
0.5609963,2.395024
0.5619964,2.396635
0.5629963,2.39019
0.5639963,2.395024
0.5649963,2.39583
0.5659963,2.395024
0.5669963,2.396635
0.5679963,2.399052
0.5689962,2.395024
0.5699963,2.398247
0.5709962,2.393413
0.5719962,2.395024
0.5729962,2.395024
0.5739962,2.394218
0.5749962,2.399052
0.5759962,2.398247
0.5769961,2.392607
0.5779962,2.395024
0.5789961,2.395024
0.5799961,2.395024
0.5809961,2.399052
0.5819961,2.400664
0.5829961,2.39583
0.5839961,2.396635
0.584996,2.39583
0.5859961,2.398247
0.586996,2.398247
0.587996,2.402275
0.588996,2.396635
0.589996,2.399052
0.590996,2.394218
0.591996,2.391801
0.5929959,2.39019
0.593996,2.394218
0.5949959,2.39583
0.5959959,2.394218
0.5969959,2.396635
0.5979959,2.39583
0.5989959,2.39583
0.5999959,2.394218
0.6009958,2.396635
0.6019958,2.402275
0.6029958,2.39019
0.6039958,2.393413
0.6049958,2.388579
0.6059958,2.39583
0.6069958,2.395024
0.6079957,2.39583
0.6089957,2.394218
0.6099957,2.395024
0.6109957,2.395024
0.6119957,2.400664
0.6129957,2.39583
0.6139956,2.395024
0.6149957,2.393413
0.6159956,2.393413
0.6169956,2.39583
0.6179956,2.399052
0.6189956,2.399052
0.6199956,2.399052
0.6209956,2.395024
0.6219955,2.39583
0.6229956,2.389384
0.6239955,2.395024
0.6249955,2.400664
0.6259955,2.39583
0.6269955,2.394218
0.6279955,2.389384
0.6289955,2.396635
0.6299954,2.396635
0.6309955,2.394218
0.6319954,2.393413
0.6329954,2.399858
0.6339954,2.394218
0.6349954,2.388579
0.6359954,2.396635
0.6369954,2.394218
0.6379953,2.394218
0.6389954,2.395024
0.6399953,2.395024
0.6409953,2.391801
0.6419953,2.394218
0.6429953,2.394218
0.6439953,2.395024
0.6449953,2.394218
0.6459952,2.394218
0.6469953,2.394218
0.6479952,2.398247
0.6489952,2.39583
0.6499952,2.398247
0.6509952,2.394218
0.6519952,2.406303
0.6529952,2.395024
0.6539951,2.395024
0.6549952,2.39583
0.6559951,2.389384
0.6569951,2.39019
0.6579951,2.396635
0.6589951,2.392607
0.6599951,2.393413
0.6609951,2.39583
0.661995,2.405498
0.6629951,2.39019
0.663995,2.393413
0.664995,2.395024
0.665995,2.394218
0.666995,2.392607
0.667995,2.391801
0.668995,2.399052
0.6699949,2.39583
